no,nama,type,vote_average,vote_count,htm_weekday,htm_weekend,latitude,longitude,image,description
151,"Kali ""Bladeran""",Wisata Air,4,5,0,0,-7.6942818,110.2359799,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471707/Kali_Bladeran_mnaumj.jpg,sungai dengan aliran jernih dan lingkungan asri cocok untuk kegiatan seperti bermain air dan piknik keluarga
77,MUSEUM GARUDA,Budaya_Dan_Sejarah,4.8,5,0,0,-7.8480274,110.3526747,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471708/MUSEUM_GARUDA_fyepco.jpg,museum yang menampilkan koleksi beragam tentang garuda lambang negara indonesia serta artefak budaya lainnya
83,Museum Muhamadiyah,Budaya_Dan_Sejarah,4,5,30000,30000,-7.8342532,110.3837813,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471707/Museum_Muhamadiyah_agpkhg.jpg,menampilkan sejarah dan kontribusi organisasi muhammadiyah dalam bidang pendidikan sosial dan keagamaan di indonesia
160,Musium Waterpark Wonoboyo,Budaya_Dan_Sejarah,4.6,5,2500,2500,-7.730046,110.536511,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471706/Musium_Waterpark_Wonoboyo_ijv6ig.jpg,kombinasi antara museum dan taman air menawarkan edukasi sejarah serta wahana permainan air untuk anak anak
137,Padepokan suroloyo,Kuliner,5,5,2000,2000,-7.9497203,110.5415388,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471706/Padepokan_suroloyo_idj1zl.jpg,tempat spiritual di perbukitan menoreh dengan pemandangan alam yang indah sering dikunjungi untuk meditasi dan menikmati matahari terbit
387,Pantai dluwok,Pantai,3.8,5,5000,5000,-8.1205585,110.5076863,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471706/Pantai_dluwok_f1i7ze.jpg,pantai yang masih alami dengan pasir putih dan ombak tenang ideal untuk bersantai dan menikmati keindahan laut
109,Pendopo Pilahan,Kuliner,4.6,5,20000,20000,-7.8150311,110.4005391,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471706/Pendopo_Pilahan_ju7d6h.jpg,bangunan tradisional jawa yang digunakan untuk berbagai acara budaya dan komunitas
349,Borobudur Tour From Semarang Port,Agrowisata,5,4,1380000,1380000,-7.809607,110.372001,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471706/Borobudur_Tour_From_Semarang_Port_trwpim.jpg,paket wisata yang menawarkan perjalanan dari pelabuhan semarang ke candi borobudur termasuk transportasi dan pemandu
300,Bukit white stone,Alam,5,4,15000,15000,-7.9061342,110.4563002,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471694/Bukit_white_stone_umueku.jpg,bukit dengan formasi batu kapur putih yang unik menawarkan pemandangan spektakuler dan spot foto menarik
260,Candi Card,Budaya_Dan_Sejarah,5,4,25000,25000,-7.702717,110.4110383,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471683/Candi_Card_c6snpt.jpg,spot wisata edukatif dan spiritual yang menghadirkan suasana sejarah peradaban jawa kuno cocok untuk pecinta arkeologi dan budaya
484,Desa Wisata Trumpon,Agrowisata,4.5,4,0,0,-7.6246794,110.3601189,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471678/Desa_Wisata_Trumpon_bsm3pj.jpg,desa yang menawarkan pengalaman budaya dan kehidupan pedesaan termasuk kerajinan lokal dan kuliner tradisional
97,Graceland 66,Budaya_Dan_Sejarah,5,4,20000,20000,-7.7763136,110.4071704,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471675/Graceland_66_yyexj8.jpg,tempat hiburan dan rekreasi yang menyediakan berbagai fasilitas untuk keluarga dan anak anak
146,Kids Fun Ferrari,Buatan,3.8,4,75000,750000,-7.8289621,110.4403391,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471674/Kids_Fun_Ferrari_fnrsg4.jpg,wahana permainan bertema mobil ferrari yang memberikan pengalaman berkendara mini untuk anak anak
154,Kids Fun Jurrasic Park,Buatan,3.5,4,105000,105000,-7.8288707,110.4408115,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471676/Kids_Fun_Jurrasic_Park_v2csui.jpg,taman bermain dengan tema dinosaurus menghadirkan replika dan wahana edukatif tentang kehidupan prasejarah
135,Lapangan Reklamasi Ngentak,Agrowisata,5,4,0,0,-7.7129217,110.3384292,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471674/Lapangan_Reklamasi_Ngentak_etlpvg.jpg,tempat ibadah yang disediakan bagi pengunjung kawasan candi prambanan menjaga kenyamanan beribadah
259,Mushola Kawasan Wisata Candi Prambanan,Religi,3.3,4,0,0,-7.7498116,110.4943356,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471674/Mushola_Kawasan_Wisata_Candi_Prambanan_jjxihq.jpg,area terbuka yang digunakan untuk kegiatan olahraga dan rekreasi masyarakat setempat
116,Sepeda Mabur Sindu Kusuma Edupark,Buatan,4.3,4,10000,10000,-7.7660586,110.3554968,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471674/Sepeda_Mabur_Sindu_Kusuma_Edupark_lop84k.jpg,wahana sepeda terbang yang memberikan sensasi melayang di udara cocok untuk anak anak dan keluarga
459,Stonehange,Buatan,4.3,4,10000,10000,-7.6021664,110.4477547,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471674/Stonehange_lcr0jg.jpg,replika formasi batu stonehenge yang ikonik menjadi spot foto populer dengan latar belakang alam yang indah
298,Watu Masjid,Religi,4.3,4,0,0,-7.9553099,110.4275744,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471674/Watu_Masjid_o4ut7d.jpg,formasi batu alam yang menyerupai masjid menawarkan keunikan geologi dan pemandangan alam sekitar
95,Bangsal Kencana,Budaya_Dan_Sejarah,4.3,3,15000,15000,-7.8077158,110.3638489,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471674/Bangsal_Kencana_j7hrgp.jpg,bangunan megah di keraton yogyakarta yang digunakan untuk upacara resmi menampilkan arsitektur jawa klasik dan ornamen bersejarah
247,Candi Sumberwatu,Budaya_Dan_Sejarah,3.3,3,0,0,-7.7684278,110.4965595,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471670/Candi_Sumberwatu_nnofj9.jpg,situs candi kecil yang menawarkan panorama alam sekitar cocok untuk wisata sejarah dan menikmati suasana tenang
321,Kotagede Heritage Trail,Budaya_Dan_Sejarah,5,3,0,0,-7.8263088,110.398512,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471670/Kotagede_Heritage_Trail_pp5xgx.jpg,jalur wisata yang mengajak pengunjung menyusuri peninggalan sejarah kotagede termasuk makam raja rumah tradisional dan industri perak
58,Museum Temporer Sonobudoyo,Budaya_Dan_Sejarah,5,3,10000,10000,-7.8019387,110.3644618,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471669/Museum_Temporer_Sonobudoyo_tfe1h5.jpg,museum yang menampilkan pameran sementara tentang budaya dan sejarah jawa melengkapi koleksi utama museum sonobudoyo
252,Mushola Candi Banyunibo,Religi,4.7,3,0,0,-7.778495,110.4946377,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471669/Mushola_Candi_Banyunibo_rosa3t.jpg,fasilitas ibadah yang terletak dekat dengan candi banyunibo memudahkan pengunjung untuk beribadah
273,New Destination Wisata Desa Terong,Agrowisata,4,3,5000,5000,-7.8761445,110.4582338,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471669/New_Destination_Wisata_Desa_Terong_yvvwhh.jpg,destinasi wisata baru yang menawarkan keindahan alam dan budaya lokal di desa terong
503,Obyek Wisata BKK kendal sari,Wisata Air,4.7,3,60000,65000,-7.6290107,110.4908773,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471667/Obyek_Wisata_BKK_kendal_sari_uoc6qz.jpg,tempat wisata yang menawarkan keindahan alam dan fasilitas rekreasi untuk keluarga
392,Pantai Daerah Yogyakarta,Pantai,3.3,3,10000,20000,-7.8753849,110.4262088,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471665/Pantai_Daerah_Yogyakarta_mfjvwx.jpg,deretan pantai indah seperti parangtritis indrayanti dan glagah menawarkan pasir putih sunset romantis serta aktivitas surfing dan kulineran
113,Patung Kuda GMJR,Buatan,5,3,0,0,-7.8552045,110.3140355,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471664/Patung_Kuda_GMJR_nbi7fa.jpg,patung kuda yang menjadi landmark dan simbol semangat masyarakat setempat
505,Permandian Alami Dan Supernatural,Wisata Air,4,3,5000,5000,-7.7046102,110.3526466,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471665/Permandian_Alami_Dan_Supernatural_ycbt4b.jpg,tempat pemandian yang dipercaya memiliki khasiat alami dan nilai spiritual oleh masyarakat sekitar
323,Raharjo Tour,Agrowisata,5,3,5000,5000,-7.8266281,110.4077844,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471667/Raharjo_Tour_m59ih0.jpg,layanan tur yang menawarkan paket perjalanan wisata di yogyakarta dan sekitarnya
295,TAMAN GROUNDSILL BENDUNG TEGAL,Buatan,5,3,10000,10000,-7.9341898,110.3653539,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471664/TAMAN_GROUNDSILL_BENDUNG_TEGAL_vf9hm6.jpg,taman yang terletak di sekitar bendungan menyediakan area rekreasi dan edukasi tentang pengelolaan air
118,Vegetalika Faperta UGM,Pendidikan,4.3,3,0,0,-7.7678488,110.3818991,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471665/Vegetalika_Faperta_UGM_rufiac.jpg,kebun edukatif milik fakultas pertanian ugm yang digunakan untuk pembelajaran dan wisata agro
440,Watu Dandang,Agrowisata,3.7,3,0,0,-7.8919557,110.4068584,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471663/Watu_Dandang_rfpkyv.jpg,batu besar dengan bentuk unik yang menjadi daya tarik bagi pecinta alam dan fotografi
290,Wisata Batu Titanic,Wisata Air,4.7,3,5000,5000,-7.9459282,110.4146063,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471662/Wisata_Batu_Titanic_uvw1ji.jpg,formasi batu yang menyerupai kapal titanic memberikan pengalaman unik dan spot foto menarik
264,WISATA CANDI SARI,Budaya_Dan_Sejarah,4.7,3,5000,5000,-7.7615828,110.4740437,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471661/WISATA_CANDI_SARI_fmz5nm.jpg,candi buddha dari abad ke dengan arsitektur elegan cocok untuk wisata budaya dan fotografi sejarah
314,Wisata Jaga Bendung,Wisata Air,5,3,0,0,-7.9087427,110.3797906,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471661/Wisata_Jaga_Bendung_lekftm.jpg,wisata air dengan suasana alami di sekitar bendungan ideal untuk piknik keluarga atau sekadar bersantai
330,Aisha tour planner & transport service,Agrowisata,5,2,5000,5000,-7.7972273,110.3905519,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471660/Aisha_tour_planner_transport_service_yn39fo.jpg,layanan perencanaan tour dan transportasi privat di yogyakarta menyediakan paket city tour antar jemput bandara hingga trip luar kota
246,Candi Pembakaran,Budaya_Dan_Sejarah,5,2,40000,40000,-7.7690965,110.4885363,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471660/Candi_Pembakaran_tuo0zn.jpg,situs arkeologi yang diyakini sebagai tempat kremasi atau pembakaran jenazah pada masa lalu memberikan wawasan tentang ritual kuno
120,Embung Bangeran,Wisata Air,5,2,10000,10000,-7.7923528,110.3962255,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471660/Embung_Bangeran_sgkyyn.jpg,waduk kecil yang digunakan untuk irigasi dan rekreasi dikelilingi oleh pemandangan alam yang asri
303,Gazebo Bukit Watu Pengklik Sriharjo,Alam,4.5,2,0,0,-7.9458817,110.4274973,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471660/Gazebo_Bukit_Watu_Pengklik_Sriharjo_lmgtdk.jpg,tempat istirahat di atas bukit dengan pemandangan alam yang memukau cocok untuk menikmati matahari terbenam
266,Graha Candi,Budaya_Dan_Sejarah,5,2,50000,50000,-7.8265832,110.47927,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471660/Graha_Candi_c8yejb.jpg,bangunan dengan arsitektur candi yang digunakan untuk berbagai acara budaya dan keagamaan mencerminkan kekayaan budaya lokal
436,Jati Meranggas,Alam,4.5,2,7500,7500,-7.8588559,110.4438313,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471656/Jati_Meranggas_nei62e.jpg,pohon jati tua yang menjadi simbol kekuatan dan ketahanan sering dikunjungi untuk wisata alam dan edukasi
317,Jatirejo Village Tour : Local Life Discovery,Agrowisata,5,2,5000,5000,-7.7343679,110.3717056,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471654/Jatirejo_Village_Tour_Local_Life_Discovery_gdcous.jpg,tur desa yang menawarkan pengalaman langsung kehidupan masyarakat lokal termasuk kegiatan pertanian dan kerajinan
337,JOLLY ROGER TATTOO,Seni,5,2,0,0,-7.780561,110.392352,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471653/JOLLY_ROGER_TATTOO_bfidek.jpg,studio tato yang menawarkan layanan seni tato dengan berbagai desain dan gaya
310,Jurang Tembelan Kreen,Alam,4,2,0,0,-7.940161,110.4299338,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471653/Jurang_Tembelan_Kreen_ipvvlv.jpg,tebing dengan pemandangan alam yang spektakuler menjadi spot favorit untuk fotografi dan menikmati alam
430,Lawang Ijo,Agrowisata,4,2,10000,10000,-7.8279009,110.3966895,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471652/Lawang_Ijo_aiiv3a.jpg,gerbang hijau yang menjadi ikon dan pintu masuk ke kawasan wisata tertentu menambah daya tarik visual
494,Monumen Deles Indah,Budaya_Dan_Sejarah,5,2,9500,9500,-7.572719,110.467008,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471652/Monumen_Deles_Indah_jgsnkg.jpg,monumen yang terletak di kawasan deles menawarkan pemandangan alam dan sejarah lokal
94,Monumen Serang Umum 1 Maret,Budaya_Dan_Sejarah,5,2,3000,3000,-7.8096391,110.3551478,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471652/Monumen_Serang_Umum_1_Maret_fndrtp.jpg,monumen yang memperingati peristiwa serangan umum maret penting dalam sejarah perjuangan kemerdekaan indonesia
85,Museum Pendidikan dan Mainan Kolong Tangga,Museum,5,2,10000,15000,-7.8001114,110.3679986,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471653/Museum_Pendidikan_dan_Mainan_Kolong_Tangga_ewd58p.jpg,museum yang menampilkan koleksi mainan dan alat pendidikan dari berbagai era memberikan nostalgia dan edukasi
293,Nggunungan,Alam,2.5,2,30000,30000,-7.8679853,110.4514578,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471652/Nggunungan_lupc2h.jpg,kawasan perbukitan yang menawarkan pemandangan alam dan udara segar cocok untuk hiking dan rekreasi
163,"Pancuran ""Tirip Kulon""",Wisata Air,4.5,2,0,0,-7.6920244,110.2337952,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471647/Pancuran_Tirip_Kulon_afsmz9.jpg,sumber air alami yang digunakan untuk mandi dan dipercaya memiliki khasiat kesehatan
194,Sasana Tirta Kembaran,Agrowisata,5,2,10000,10000,-7.830802,110.3349744,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471647/Sasana_Tirta_Kembaran_qyaf8s.jpg,tempat pemandian tradisional yang digunakan untuk relaksasi dan kegiatan sosial masyarakat
99,Sokkel klok voor Eeuw Nederlandsch-Indische,Budaya_Dan_Sejarah,5,2,0,0,-7.7995673,110.3649177,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471646/Sokkel_klok_voor_Eeuw_Nederlandsch-Indische_pbyrka.jpg,jam lonceng yang menjadi peninggalan sejarah kolonial menandai waktu dan peristiwa penting
159,Sumber Kluthuk,Agrowisata,5,2,10000,10000,-7.6655711,110.3521031,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471647/Sumber_Kluthuk_ng41bo.jpg,mata air alami yang digunakan untuk kebutuhan sehari hari dan kegiatan ritual masyarakat setempat
152,Taman Rekrasi Lembah Bedog,Buatan,4,2,10000,10000,-7.6800812,110.3545714,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471648/Taman_Rekrasi_Lembah_Bedog_dsbxi9.jpg,taman rekreasi yang menawarkan berbagai fasilitas untuk keluarga termasuk area bermain dan piknik
299,Air Terjun Kedung Manglu,Wisata Air,5,1,5000,5000,-7.937667,110.408222,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471646/Air_Terjun_Kedung_Manglu_w8lzbg.jpg,air terjun yang tersembunyi dengan suasana alami cocok untuk petualangan dan menikmati keindahan alam
148,Air Terjun Sindet,Wisata Air,1,1,10000,10000,-7.9011588,110.3934474,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471645/Air_Terjun_Sindet_n5bazc.jpg,air terjun dengan aliran yang deras dan lingkungan hijau menjadi destinasi favorit untuk wisata alam
50,Andi Bayou Museum,Museum,5,1,0,0,-7.7759703,110.3485938,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471641/Andi_Bayou_Museum_knkwym.jpg,museum pribadi yang menampilkan koleksi seni dan budaya memberikan wawasan tentang kreativitas lokal
65,BACKSPACE Art Lab and Museum,Budaya_Dan_Sejarah,5,1,10000,10000,-7.8503547,110.351145,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471641/BACKSPACE_Art_Lab_and_Museum_bagzpp.jpg,ruang seni dan museum yang menampilkan karya seni kontemporer dan eksperimen kreatif
104,Bangsal Pengapit Pasewakan,Budaya_Dan_Sejarah,1,1,15000,15000,-7.8076645,110.3651385,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471640/Bangsal_Pengapit_Pasewakan_r7ec7u.jpg,bangunan tradisional yang digunakan dalam upacara adat dan kegiatan budaya di lingkungan keraton
502,Beneran waterpark,Wisata Air,5,1,4000,4000,-7.6560857,110.3858688,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471641/Beneran_waterpark_hyljzx.jpg,taman air yang menawarkan berbagai wahana permainan air untuk keluarga dan anak anak
336,Bintang Pradana Jogja Tour,Agrowisata,4,1,370000,370000,-7.7593783,110.3716453,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471640/Bintang_Pradana_Jogja_Tour_hekejm.jpg,layanan tur yang menyediakan paket wisata lengkap di yogyakarta dan sekitarnya
456,bukit indah patuk,Alam,5,1,25000,25000,-7.8505258,110.4772342,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471640/bukit_indah_patuk_rmshpk.jpg,bukit dengan pemandangan alam yang indah cocok untuk menikmati matahari terbit dan fotografi
499,Camping ground lor sambi,Budaya_Dan_Sejarah,5,1,25000,25000,-7.6429172,110.4277772,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471640/Camping_ground_lor_sambi_gbz3tj.jpg,area perkemahan yang menyediakan fasilitas untuk berkemah di alam terbuka dengan pemandangan yang menakjubkan
256,Candi Ambyar,Budaya_Dan_Sejarah,3,1,5000,5000,-7.6773077,110.5570963,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471616/Candi_Ambyar_kk1qip.jpg,situs candi yang mengalami kerusakan namun tetap menarik untuk dikunjungi karena nilai sejarahnya
100,Castelo de Água do Sultanato de Yogyakarta,Budaya_Dan_Sejarah,5,1,30000,40000,-7.8100995,110.3596395,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471613/Castelo_de_%C3%81gua_do_Sultanato_de_Yogyakarta_qfzcyq.jpg,bangunan bergaya kastil yang digunakan sebagai tempat penyimpanan air pada masa kesultanan yogyakarta
206,Desa Wisata Budaya Agro dan Edukasi Daratan Sendangarum,Buatan,5,1,0,0,-7.7439149,110.2579678,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471614/Desa_Wisata_Budaya_Agro_dan_Edukasi_Daratan_Sendangarum_xbsg5s.jpg,desa wisata yang menawarkan pengalaman budaya pertanian dan edukasi bagi pengunjung
173,Desa Wisata Fauna Ketingan,Buatan,5,1,0,0,-7.743062,110.3292115,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471613/Desa_Wisata_Fauna_Ketingan_pl85x3.jpg,desa yang dikenal dengan populasi burung bangau menawarkan wisata alam dan edukasi tentang konservasi
485,Dewi Suba,Buatan,4,1,0,0,-7.5907274,110.3334618,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471612/Dewi_Suba_asu7xi.jpg,destinasi wisata yang menawarkan keindahan alam dan budaya lokal termasuk pertunjukan seni dan kuliner tradisional
270,Djumbidi keluarga,Agrowisata,5,1,5000,5000,-7.8624582,110.4904404,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471612/Djumbidi_keluarga_syv015.jpg,tempat wisata keluarga yang menawarkan suasana alami edukasi pertanian serta wahana bermain anak
115,Gapura Sawojajar Wijilan,Buatan,5,1,0,0,-7.8052478,110.3666595,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471605/Gapura_Sawojajar_Wijilan_vst1i9.jpg,gerbang ikonik di kawasan wijilan terkenal sebagai sentra gudeg dan kuliner tradisional khas yogyakarta
481,Jalur Lahar Point Kaliadem,Alam,5,1,5000,5000,-7.5827709,110.4486854,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471604/Jalur_Lahar_Point_Kaliadem_ydykmd.jpg,wisata petualangan menyusuri jejak aliran lahar merapi menggunakan jeep populer untuk tur lava tour
342,Jasa Citytour - Private Trip - Tour - Fotografi - Antar Bandara Jogja,Agrowisata,5,1,5000,5000,-7.7792349,110.3499756,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471604/Jasa_Citytour_-_Private_Trip_-_Tour_-_Fotografi_-_Antar_Bandara_Jogja_u2aztj.jpg,penyedia jasa tour pribadi dan dokumentasi profesional untuk wisatawan yang ingin menjelajahi jogja secara eksklusif
